video_name,video_id,like_count,view_count,comment_count
Sirena Huang: An 11-year-old's magical violin,-yOXsK5-SFY,4341,568591,0
"Jennifer Lin: Improvising on piano, aged 14",UU0MX8epDro,581,82328,0
Amy Smith: Simple designs to save a life,FwFkb1x7FJQ,258,42065,19
"Ross Lovegrove: Organic design, inspired by nature",sWqkKYwvTNw,824,113285,59
Jimmy Wales: The birth of Wikipedia,WQR0gx0QBZ4,1162,124465,214
Richard Baraniuk: The birth of the open-source learning revolution,RRymi-lFHpE,638,104009,97
Ze Frank: Nerdcore comedy,FMkJVXi7Rp8,19389,1942785,1074
Mena Trott: Meet the founder of the blog revolution,RlBTxuWCuL8,121,15472,5
"Helen Fisher: Why we love, why we cheat",x-ewvCNguug,19998,1790603,1086
Eve Ensler: Happiness in body and soul,NQvMQEB0j_A,677,97689,126
David Deutsch: Chemical scum that dream of distant quasars,gQliI_WGaGk,2642,162525,195
Richard Dawkins: Why the universe seems so strange,1APOxsp1VFw,23754,1852093,4998
Steven Levitt: The freakonomics of crack dealing,5UGC2nLnaes,29113,2415807,2187
"Malcolm Gladwell: Choice, happiness and spaghetti sauce",iIiAAhUeR6Y,16935,1952120,655
Dan Gilbert: The surprising science of happiness,4q1dgn_C0AU,42368,4268020,1472
Barry Schwartz: The paradox of choice,VO6XEQIsCoM,115174,6132096,5334
Eva Vertes: Meet the future of cancer research,x1y5JrjXav8,157,12805,7
Aubrey de Grey: A roadmap to end aging,8iYpxRXlboQ,4128,635309,2142
Iqbal Quadir: How mobile phones can fight poverty,Ixjxvzb2-Fw,271,36145,15
Jacqueline Novogratz: Invest in Africa's own solutions,8k_XH-ajLo0,150,23418,6
Sasa Vucinic: Why we should invest in a free press,18r6nchs91E,128,21747,8
Ashraf Ghani: How to rebuild a broken state,A6GLw12jywo,2666,210264,0
Burt Rutan: The real future of space exploration,nwfSENkvJXY,725,80683,87
Ben Saunders: Why did I ski to the North Pole?,0Bvq8Vo8F8U,391,57643,19
Bono: My wish: Three actions for Africa,1VOlXwhp00Y,348,66809,86
Edward Burtynsky: My wish: Manufactured landscapes and green education,U2Dd4k63-zM,975,187288,51
Robert Fischell: My wish: Three unusual medical inventions,wiUS82JBu80,148,21192,18
Peter Donnelly: How juries are fooled by statistics,kLmzxmRcUTo,1935,245908,142
Michael Shermer: Why people believe weird things,8T_jwq9ph8k,47361,3052834,7501
Ray Kurzweil: The accelerating power of technology,IfbOyw3CT6A,2250,311154,690
Kevin Kelly: How technology evolves,ap-ZC21bk18,786,86371,53
Peter Gabriel: Fight injustice with raw video,HLuv7lsvWco,259,38691,22
Richard St. John: 8 secrets of success,Y6bbMQXQ180,52875,3516290,755
Rives: If I controlled the Internet,gu_PQBmk-6c,4067,385126,507
Dean Ornish: The killer American diet that's sweeping the planet,RTIY66IPjdY,921,124619,99
Robert Neuwirth: The hidden world of shadow cities,_2Js_g7M60M,324,55103,37
Bjorn Lomborg: Global priorities bigger than climate change,Dtbn9zBfJSs,3218,313408,952
Wade Davis: Dreams from endangered cultures,-QIL5dWP8ss,96,8311,6
Phil Borges: Photos of endangered cultures,NGRnJ-zhSOk,258,27972,17
Martin Rees: Is this our final century?,3qF26MbYgOA,8539,869840,2765
Robert Wright: Progress is not a zero-sum game,wcZFIy2mfyE,1555,93964,141
"Steven Johnson: How the ""ghost map"" helped end a killer disease",KvHL0dHj3RM,604,136651,32
Charles Leadbeater: The era of open innovation,W7raJeMpyM0,799,127635,34
"Pilobolus: A dance of ""Symbiosis""",FOZ6KnVPvIU,11523,2418547,707
Anna Deavere Smith: Four American characters,KR8SwPmCFd4,1360,187209,61
Saul Griffith: Everyday inventions,81qHa3gJB3E,142,25511,6
Neil Gershenfeld: Unleash your creativity in a Fab Lab,yeOFtGlnc-8,23,2237,0
Carl Honoré: In praise of slowness,UhXiHJ8vfuk,2341,220073,129
Bill Clinton: My wish: Rebuilding Rwanda,NR8azpoZbAA,0,15,0
E.O. Wilson: My wish: Build the Encyclopedia of Life,e-txR1WSPBs,741,73996,41
James Nachtwey: My wish: Let my photographs bear witness,AGKZhNK_pHw,3148,441293,126
Jane Goodall: What separates us from chimpanzees?,51z7WRDjOjM,9793,530168,730
Seth Godin: How to get your ideas to spread,xBIVlM435Zg,23646,2036004,781
James Watson: How we discovered DNA,RvdxGDJogtA,4075,330390,808
Al Seckel: Visual illusions that show how we (mis)think,Zru9q94ceXY,37,6957,0
Dean Kamen: To invent is to give,rNgqQNovWTc,1047,66659,89
Juan Enriquez: The life code that will reshape the future,5KdOPY1Iqiw,611,87716,43
Stefan Sagmeister: Happiness by design,eZp-H9g_jeY,951,133943,22
Alex Steffen: The route to a sustainable future,zjcX8tr7Eo4,238,46270,25
Thom Mayne: How architecture can connect us,C5E5w-LEKgk,2,103,0
Chris Bangle: Great cars are great art,teV6Oa6mVPE,1406,143913,150
"Nora York: Singing ""What I Want""",FvAl7Sjddok,92,10148,4
Paul Bennett: Design is in the details,7g0O003kufA,388,69727,10
"Vik Muniz: Art with wire, sugar, chocolate and string",ik9x-eu49_c,306,65650,13
Nick Bostrom: A philosophical quest for our biggest problems,Yd9cf_vLviI,872,112288,259
Janine Benyus: Biomimicry's surprising lessons from nature's engineers,k_GFq12w5WU,5486,324205,204
Craig Venter: Sampling the ocean's DNA,HdgfzdlgUHw,1486,127711,133
Golan Levin: Software (as) art,pANJjkU0Whw,80,16221,11
Susan Savage-Rumbaugh: The gentle genius of bonobos,a8nDJaH-fVE,2922,349189,301
Frans Lanting: The story of life in photographs,85LGttCxmqk,440,65542,28
Sheila Patek: The shrimp with a kick!,RHTTIg7HY80,1686,140641,113
"Jill Sobule: Global warming's theme song, ""Manhattan in January""",9zcSdv3j7zs,272,71265,55
Caroline Lavelle: Casting a spell on the cello,zjyKc1d_uRE,457,65460,41
Dan Dennett: The illusion of consciousness,fjbWr3ODbAo,16790,1741189,4101
Evelyn Glennie: How to truly listen,IU3V6zNER4g,34324,2562909,2707
William McDonough: Cradle to cradle design,IoRjz8iTVoo,2011,306613,122
Jeff Bezos: The electricity metaphor for the web's future,vMKNUylmanQ,28210,1467463,1694
Rives: A mockingbird remix of TED2006,ipfqKyxm5Hc,1314,181866,71
"Eddi Reader: ""Kiteflyer's Hill""",ZrSvWuqLui8,298,30598,52
"Eddi Reader: ""What You've Got""",J-brae31GE0,354,51906,48
Tom Honey: Why would God create a tsunami?,2wdkxdiOFJA,376,38426,143
Richard Dawkins: Militant atheism,VxGMqKCcN6A,53106,2840637,32187
Tom Rielly: A comic sendup of TED2006,VDX3RgokKxU,245,49392,37
"Rachelle Garniez: ""La Vie en Rose""",OmczrIUzL7A,182,15384,15
Chris Anderson: Technology's long tail,CIZAZYsKM84,290,45842,17
Natalie MacMaster: Cape Breton fiddling in reel time,RzP_kIXsuvA,5415,1204700,498
Sergey Brin + Larry Page: The genesis of Google,2FSE3TNFkJQ,1536,270339,157
"Stew: ""Black Men Ski""",6Yz8Vm7JQhE,98,10222,4
James Howard Kunstler: The ghastly tragedy of the suburbs,Q1ZeXnmDZMQ,12879,543647,1237
David Kelley: Human-centered design,eXndL3TNCmo,450,112957,22
Stewart Brand: What squatter cities can teach us,OvHjQdc3oNo,12,6674,4
Jeff Hawkins: How brain science will change computing,G6CVj5IQkzk,2384,208571,301
Tierney Thys: Swim with the giant sunfish,Vld1zXGtZGg,516,108921,42
Blaise Agüera y Arcas: How PhotoSynth can connect the world's images,M-8k8GEGZPM,453,46289,39
John Doerr: Salvation (and profit) in greentech,nuXJFbJNltg,422,80807,70
Ngozi Okonjo-Iweala: Want to help Africa? Do business here,-YpticqS9-8,1914,146911,198
Anand Agarawala: Rethink the desktop with BumpTop,Rbt_tJpzOWg,4,504,0
Robert Thurman: We can be Buddhas,h5cZITQDTrE,1562,147800,203
David Rockwell: A memorial at Ground Zero,i_C7jcJEo5U,50,11303,5
Thomas Barnett: Let's rethink America's military strategy,d3xlb6_0OEs,1563,150866,393
"Ethel: A string quartet plays ""Blue Room""",zQNfa5xt9Uw,76,14497,7
Stephen Lawler: Tour Microsoft's Virtual Earth,SuWH0ETXTfE,73,19237,10
Hans Rosling: New insights on poverty,YpKbO6O3O3M,2897,431732,269
Bill Stone: I'm going to the moon. Who's with me?,-Bn6Gel7yEs,619,83074,115
Dan Dennett: Dangerous memes,KzGjEkp772s,6814,507392,1678
Alan Russell: The potential of regenerative medicine,tijEl8I38mo,505,80239,53
Jonathan Harris: The Web's secret stories,zAvNlh2Z0GI,352,84273,45
Emily Oster: Flip your thinking on AIDS in Africa,xGXt3GUJ-9w,171,30269,41
"Will Wright: Spore, birth of a game",e3NA-aKpgFk,874,61377,131
Rives: The  4 a.m. mystery,ORYKKNoRcDc,7033,803568,434
David Bolinsky: Visualizing the wonder of a living cell,Id2rZS59xSE,991,209595,291
Allison Hunt: How to get (a new) hip,HTdY_3wyKMs,86,17302,17
George Ayittey: Africa's cheetahs versus hippos,ZnepHUYFqgg,1086,89508,125
Ngozi Okonjo-Iweala: Aid versus trade,bG2QKbpjDqo,299,43075,42
William Kamkwamba: How I built a windmill,G8yKFVPOD6o,16436,1296210,1118
Euvin Naidoo: Why invest in Africa,3yfz8yTXKXI,113,19154,27
Patrick Awuah: How to educate leaders? Liberal arts,J-KfKxCaDVA,721,87650,66
Chris Abani: Telling stories from Africa,nrbiIWD_CxI,272,35368,24
Jacqueline Novogratz: Patient capitalism,H6kBP9b3I90,146,27625,7
"Vusi Mahlasela: ""Thula Mama""",LW0SMk-HJ3M,737,173908,35
"Vusi Mahlasela: ""Woza""",FbcHBqUchiE,432,159778,67
Jeff Skoll: My journey into movies that matter,3-RQ6i0_qRw,304,42356,19
"Dean Kamen: Luke, a new prosthetic arm for soldiers",RiJzJ771vDw,302,72898,71
Erin McKean: The joy of lexicography,J4VzuWmN8zY,983,73317,51
Andrew Mwenda: Aid for Africa? No thanks.,RfobLjsj230,1045,111544,150
"Theo Jansen: My creations, a new form of life",b694exl_oZo,6856,1395552,712
Steven Pinker: What our language habits reveal,LjQM8PzCEY0,4037,444579,376
Steven Pinker: The surprising decline in violence,ramBFRt1Uzk,4835,479062,1151
Deborah Scranton: An Iraq war movie crowd-sourced from soldiers,oNb8K6_ZR4A,4,602,0
Zeresenay Alemseged: The search for humanity's roots,JVbl-IaklIo,411,61962,54
John Maeda: Designing for simplicity,xHsXfmHaBUo,751,106586,34
Stephen Petranek: 10 ways the world could end,v9d65u3LfKs,1014,127808,177
Paul MacCready: A flight on solar wings,eneJXqmh3g0,489,223209,62
Carolyn Porco: This is Saturn,xxXa9pxwzoY,671,56305,79
Kenichi Ebina: My magic moves,vsU9BhZmEdw,0,133,0
"Richard Branson: Life at 30,000 feet",DudfBIxw6do,1751,364764,119
"Hod Lipson: Building ""self-aware"" robots",Vu30yuVj08k,0,0,0
Maira Kalman: The illustrated woman,esBPJQihKyg,336,45494,16
Jan Chipchase: The anthropology of mobile phones,Qn2NR901NMY,232,37152,13
VS Ramachandran: 3 clues to understanding your brain,Rl2LwnaUA-k,9216,753629,643
Eleni Gabre-Madhin: A commodities exchange for Ethiopia,9ZwNaaJxw40,336,88588,66
Sherwin Nuland: How electroshock therapy changed me,oEZrAGdZ1i8,3712,312942,644
Matthieu Ricard: The habits of happiness,vbLEf4HR74E,22179,2734180,1022
Lawrence Lessig: Laws that choke creativity,7Q25-S7jzgs,4414,472043,500
Paul Rothemund: Playing with DNA that self-assembles,Yn1snjEtk54,197,42121,33
David Keith: A critical look at geoengineering against climate change,uH1897RuiMU,0,235,1
Juan Enriquez: Using biology to rethink the energy challenge,aSyAwuQPMRo,466,59345,63
Larry Brilliant: The case for optimism,W5vka0MRzXs,156,33128,13
Robert Full: The sticky wonder of gecko feet,TlyvS1ckDZM,980,132773,61
Ron Eglash: The fractals at the heart of African designs,7n36qV4Lk94,2170,134422,179
Philippe Starck: Design and destiny,Z4PwHD7XKj0,2407,345791,161
"Murray Gell-Mann: Beauty, truth and ... physics?",UuRxRGR3VpM,3384,282623,354
Amory Lovins: Winning the oil endgame,kMTCNOlozTA,406,56830,74
"Arthur Benjamin: A performance of ""Mathemagic""",M4vqr3_ROIk,12377,1784858,979
Daniel Goleman: Why aren't we more compassionate?,r3wyCxHtGd0,2559,371757,87
Lakshmi Pratury: The lost art of letter-writing,rG6xlKzFFrI,334,40491,36
Gever Tulley: 5 dangerous things you should let your kids do,C-VacaaN75o,1990,336768,178
Isabel Allende: Tales of passion,E11cDEr272Y,1723,235087,241
Yossi Vardi: We're worried about local warming ... in your lap,_-9dMWkvp6c,0,153,0
Deborah Gordon: The emergent genius of ant colonies,ukS4UjCauUs,516,54676,60
J.J. Abrams: The mystery box,vpjVgF5JDq8,15130,943049,1765
David Gallo: Underwater astonishments,YVvn8dpSAt0,14589,2007127,855
Paola Antonelli: Treat design as art,-bdf1NnDZ8M,269,41106,12
"Frank Gehry: A master architect asks, Now what?",m8FHTg9WjCQ,3,754,1
"Raul Midon: ""Tembererana""",WtvsqRmvWUo,302,45298,28
"Bill Strickland: Rebuilding a neighborhood with beauty, dignity, hope",UUfUAJD3qrU,261,16972,11
Bernie Dunlap: The life-long learner,39rIebbXshA,794,86841,59
David Pogue: The music wars,xF7cHmyEJ-c,181,30384,27
Alison Jackson: An unusual glimpse at celebrity,S2re6DHcJ3k,4,360,0
Chris Anderson: TED's nonprofit transition,-FOCpMAww28,57838,3220042,834
Robin Chase: The idea behind Zipcar (and what comes next),-tzZB6RbXsY,119,18960,36
Jaime Lerner: A song of the city,haKh9mCk3xk,639,62631,27
David Macaulay: An illustrated journey through Rome,seD2MuBTNuI,326,103715,21
Michael Pollan: A plant's-eye view,p54VVLSS6Qk,1707,89306,123
Howard Rheingold: The new power of collaboration,d5s3Z0iesRM,351,54329,27
Pamelia Kurstin: The untouchable music of the theremin,X-ywH1Vj8_U,3014,408720,299
George Dyson: The story of Project Orion,3l2QopJbDBs,1147,84517,111
Moshe Safdie: Building uniqueness,domH58hRzx4,345,50517,13
Jill Sobule + Julia Sweeney: The Jill and Julia Show,wkJRYEe9nUs,225,28799,20
Raspyni Brothers: Juggle and jest,tKv3D3N7jnU,427,53914,23
Joseph Lekuton: A parable for Kenya,qGIBN2gEIeU,262,22999,18
Steve Jurvetson: Model rocketry,5ax1iSHp-ro,308,33930,17
Roy Gould + Curtis Wong: A preview of the WorldWide Telescope,NPu2j3JVmnw,258,91712,79
Alan Kay: A powerful idea about ideas,Eg_ToU7m1MI,521,49676,41
Craig Venter: On the verge of creating synthetic life,nKZ-GjSaqgo,1539,202383,672
"Nicholas Negroponte: 5 predictions, from 1984",vc8Ks6KOySg,408,57886,34
Jill Bolte Taylor: My stroke of insight,mYD7Y9CXeUw,5480,294517,261
Frank Gehry: My days as a young rebel,iynwLYI3OiU,3,186,0
Dave Eggers: My wish: Once Upon a School,FaSF1gPBKrA,402,74236,25
Karen Armstrong: My wish: The Charter for Compassion,SJMm4RAwVLo,2212,231874,439
Neil Turok: My wish: Find the next Einstein in Africa,UNbP7O6jasw,518,64973,119
Norman Foster: My green agenda for architecture,jNgkEGs1l4A,414,87040,33
Christopher deCharms: A look inside the brain in real time,NdFJOcaVDYU,456,91470,50
Clifford Stoll: The call to learn,Gj8IA6xOpSk,19694,1291253,2183
"Rokia Traore: ""M'Bifo""",VyxSlqJitcw,12,3810,0
Siegfried Woldhek: The search for the true face of Leonardo,4Ne7EYoCX_o,1605,104647,107
David Hoffman: Sputnik mania,8Y9ppbU0864,84,17162,14
Jakob Trollback: A new kind of music video,bEol611ADM8,73,14616,21
Stephen Hawking: Questioning the universe,xjBIsp8mS-c,40041,6969245,14874
Al Gore: New thinking on the climate crisis,rUO8bdrXghs,1564,242827,773
Johnny Lee: Free or cheap Wii Remote hacks,QgKCrGvShZs,13530,1813422,1216
Tod Machover + Dan Ellsey: Inventing instruments that unlock new music,HEeE-v8zw_8,1,18,0
Yochai Benkler: The new open-source economics,NgYE75gkzkM,674,75898,64
Ernest Madu: World-class health care,IN88mI8zpSg,243,42391,24
Amy Tan: Where does creativity hide?,8D0pwe4vaQo,2914,457720,222
Brian Greene: Making sense of string theory,YtdE662eY_M,31553,2835335,3921
Brian Cox: CERN's supercollider,_6uKZWnJLCM,11694,1246766,2291
They Might Be Giants: Wake up! It's They Might Be Giants!,U_ob8SBXF_E,1026,82903,148
Hector Ruiz: The thinking behind 50x15,d21Eyvhk9Z4,135,21369,11
Paul Stamets: 6 ways mushrooms can save the world,XI5frPV58tY,86710,5220135,4590
Paul Ewald: Can we domesticate germs?,xCUyYIIG_gM,126,13311,18
Michael Moschen: Juggling as art ... and science,BS-LyKorcq8,2010,185252,131
Joshua Klein: A thought experiment on the intelligence of crows,bXQAgzfwuNQ,4150,405600,431
Alisa Miller: How the news distorts our worldview,6Ly7Btx0Stg,721,138837,82
Mark Bittman: What's wrong with what we eat,5YkNkscBEp0,5259,676926,734
Robert Ballard: The astonishing hidden world of the deep ocean,qHU8G6icwsY,845,97887,113
Yves Behar: Designing objects that tell stories,QGn8F4j6pH8,512,73918,31
Arthur Ganson: Moving sculpture,bPfn01Ndc1g,540,52400,31
Seyi Oyesola: A hospital tour in Nigeria,8oVT8jg1R6s,112,18378,30
"Paul Collier: The ""bottom billion""",4k1JlhniQFI,902,71108,46
"Susan Blackmore: Memes and ""temes""",fQ_9-Qx5Hz4,2036,157978,443
"Nathan Myhrvold: Archeology, animal photography, BBQ ...",l13ezJ9rsAQ,480,53649,50
"Rokia Traore: ""Kounandi""",VyxSlqJitcw,12,3810,0
Wade Davis: The worldwide web of belief and ritual,y8zWH3T5RCA,845,87447,111
Murray Gell-Mann: The ancestor of language,gR4UlNoOrlc,315,52979,37
George Dyson: The birth of the computer,EF692dBzWAs,962,121823,42
Chris Jordan: Turning powerful stats into art,f09lQ8Q1iKE,1352,174150,143
Dean Ornish: Your genes are not your fate,5pfoa7j5vls,739,84752,26
Robert Full: Robots inspired by cockroach ingenuity,Ascql_RoeBU,244,34801,17
Adam Grosser: A mobile fridge for vaccines,HSdXqmnNCp0,396,83022,84
Steven Levitt: Surprising stats about child carseats,um5gMZcZWm0,4035,417441,627
Benjamin Zander: The transformative power of classical music,r9LCwI5iErE,200382,7936457,6652
"Nicholas Negroponte: One Laptop per Child, two years on",y_TKjfgjiQs,261,47108,41
"Nellie McKay: ""Clonie""",MElm2v5eFf0,872,45108,66
"Sxip Shirey + Rachelle Garniez: A performance with breath, music, passion",TUIzmzgOheg,83,12514,53
Peter Diamandis: Stephen Hawking's zero g flight,0VJqrlH9cdI,467,122659,116
Rick Smolan: The story of a girl,bpi6us7wQfE,820,76508,67
"Raul Midon: ""Peace on Earth""",D492MbAfBJc,288,40453,30
Corneille Ewango: A hero of the Congo forest,DRmW03Rd8xM,107,10415,7
Torsten Reil: Animate characters by evolving them,ySRvKzZsDqw,329,33293,48
David Hoffman: What happens when you lose everything,nqSLlS1WZmE,237,25036,52
Clay Shirky: Institutions vs. collaboration,sPQViNNOAkw,978,116554,59
"Nellie McKay: ""Mother of Pearl,"" ""If I Had You""",hU446HDtGv8,2440,386835,163
Freeman Dyson: Let's look for life in the outer solar system,wVGjQSnLg4Y,1489,111131,183
Helen Fisher: The brain in love,OYfoGTIG7pY,21682,1796056,813
Billy Graham: On technology and faith,90mj79GqWhc,55483,3024054,3987
AJ Jacobs: My year of living biblically,B5MkpzMAOZM,3308,279068,768
Keith Barry: Brain magic,GigYWy2UmOY,97759,10696098,7255
Martin Seligman: The new era of positive psychology,9FBxfd7DL3E,16916,1496298,521
Marisa Fick-Jordan: The wonder of Zulu wire art,PzyAP4zLb6w,80,17231,14
Chris Abani: On humanity,iCermULRk-I,847,74592,46
Louise Leakey: A dig for humanity's origins,zf83T6rdzmI,476,40200,231
Jonathan Harris: The web as art,z5lZ9wciZQM,218,30273,23
Reed Kroloff: A tour of modern architecture,H682jmofwZs,104,16476,54
"Kevin Kelly: The next 5,000 days of the web",yDYCf4ONh5M,1233,211687,214
Kwabena Boahen: A computer that works like the brain,nyLYQYHGbvI,592,96579,92
Robert Lang: The math and magic of origami,NYKcOFQCeno,13230,778711,354
Bruno Bowden + Rufus Cappadocia: Blindfold origami and cello,67P_B-wbUIc,143,38146,37
Patricia Burchat: Shedding light on dark matter,laxxj3hQWZA,648,75278,121
Spencer Wells: A family tree for humanity,xnbxrDGZoBQ,1197,104529,90
David Griffin: How photography connects us,m-UrpcSRVGk,1723,136607,50
Lennart Green: Close-up card magic with a twist,1_oa8m5Oq00,33143,3475698,1865
Ian Dunbar: Dog-friendly dog training,GOW0IKO_zfM,2946,262376,319
"Nellie McKay: ""The Dog Song""",oIbpxHBmvYY,1425,260962,20
"John Q. Walker: Great piano performances, recreated",KKHCy3f_6Og,121,19139,35
Sugata Mitra: Kids can teach themselves,xRb7_ffl2D0,1187,193444,70
Ory Okolloh: How I became an activist,0652vE9Q3VQ,234,27925,32
"Einstein the Parrot: A talking, squawking parrot",mAp6X0zZfx0,5834,1272316,493
"Paul Rothemund: DNA folding, in detail",WhGG__boRxU,707,72678,63
Peter Diamandis: Our next giant leap,sUOBLX55h4s,528,49588,82
"Peter Hirshberg: The web is more than ""better TV""",a8AtVBQ8MBE,165,18924,8
Jonathan Drori: What we think we know,5hJCxSiH4ts,541,71888,149
Jane Goodall: How humans and animals can live together,zbOvPUO_UWw,1042,68406,71
Irwin Redlener: How to survive a nuclear attack,tW7IgKJWtqk,16142,1397168,3657
Brewster Kahle: A free digital library,pXoHC2D15hM,519,47521,61
David Gallo: Life in the deep oceans,eIs5CKzckq0,438,104550,30
"Carmen Agra Deedy: Once upon a time, my mother ...",pSCef_AYqaA,248,15416,7
Keith Bellows: The camel's hump,zIT1f3CrZag,63,11431,23
Ann Cooper: What's wrong with school lunches,qXvDLPu5vh0,393,67778,82
Jonathan Haidt: The moral roots of liberals and conservatives,8SOQduoLgRw,62565,2715305,8728
Eve Ensler: What security means to me,yEF_Dicq3c4,686,72875,150
David S. Rose: How to pitch to a VC,lzDBrMisLm0,2325,213679,90
Marvin Minsky: Health and the human mind,RYsTv-ap3XQ,629,64168,105
Philip Zimbardo: The psychology of evil,OsFEV35tWsg,36875,2836887,395
Laura Trice: Remember to say thank you,ag-Oyn8vIPE,1488,256543,93
"Caleb Chung: Playtime with Pleo, your robotic dinosaur friend",BOba_zGoZq8,248,23751,26
Steven Pinker: Human nature and the blank slate,CuQHSKLXu2c,8602,541475,691
Rodney Brooks: Robots will invade our lives,UdyRmdv-KiY,311,60875,70
Stefan Sagmeister: Things I've learned in my life so far,MNuOmTQdFjA,4584,471632,123
Noah Feldman: Politics and religion are technologies,cDNEjS4la10,233,28897,76
Liz Diller: The Blur Building and other tech-empowered architecture,hB6ZbC53tVc,245,31697,14
James Nachtwey: Moving photos of extreme drug-resistant TB,X6laJ2rzgh4,174,27610,21
